Date,Open,High,Low,Close,Adj Close,Volume
2022-06-03,72.559998,72.959999,71.230003,71.790001,70.839218,8169500
2022-06-06,72.629997,74.839996,72.629997,72.970001,72.003586,5274700
2022-06-07,71.589996,73.129997,71.589996,72.690002,71.727295,5675700
2022-06-08,72.010002,72.150002,70.940002,71.379997,70.434631,5253500
2022-06-09,70.769997,71.160004,69.199997,69.220001,68.303246,6824900
2022-06-10,67.980003,68.220001,66.959999,67.139999,66.250801,10256100
2022-06-13,65.779999,66.099998,63.759998,64.050003,63.201725,16547200
2022-06-14,72.000000,72.430000,69.019997,70.720001,69.783386,29661300
2022-06-15,70.449997,71.419998,68.669998,69.699997,68.776894,11765500
2022-06-16,68.500000,68.959999,67.580002,68.709999,67.799995,10686000
2022-06-17,68.750000,69.370003,67.389999,67.720001,66.823112,16445600
2022-06-21,68.610001,69.529999,67.389999,67.680000,66.783646,10047700
2022-06-22,66.930000,67.570000,66.379997,66.529999,65.648880,8219900
2022-06-23,66.449997,67.870003,66.309998,67.629997,66.734299,8775800
2022-06-24,68.330002,70.779999,67.970001,70.699997,69.763641,20132600
2022-06-27,69.370003,70.849998,68.940002,70.410004,69.477493,8840600
2022-06-28,70.570000,71.070000,68.529999,68.580002,67.671722,7252100
2022-06-29,69.029999,70.089996,68.779999,69.209999,68.293381,8077900
2022-06-30,68.209999,70.250000,68.209999,69.870003,68.944649,9888600
2022-07-01,69.849998,70.980003,69.809998,70.870003,69.931396,7805600
2022-07-05,70.379997,72.000000,70.180000,71.989998,71.036568,9040400
2022-07-06,72.320000,72.739998,71.309998,71.660004,70.710945,6043700
2022-07-07,71.830002,71.980003,71.180000,71.830002,70.878685,7814500
2022-07-08,71.690002,72.239998,71.330002,71.870003,70.918159,4927300
2022-07-11,71.000000,71.970001,70.900002,71.570000,70.937973,4543300
2022-07-12,71.599998,71.940002,70.070000,70.410004,69.788223,7140800
2022-07-13,69.050003,70.529999,68.680000,70.029999,69.411568,6454800
2022-07-14,69.160004,69.580002,68.230003,69.449997,68.836693,4915500
2022-07-15,70.260002,70.870003,70.000000,70.739998,70.115295,5134100
2022-07-18,71.250000,71.709999,70.150002,70.209999,69.589989,4642300
2022-07-19,70.639999,72.300003,70.260002,72.239998,71.602058,7160300
2022-07-20,72.550003,73.099998,72.160004,72.589996,71.948959,5655700
2022-07-21,72.150002,74.629997,72.129997,74.540001,73.881744,7005100
2022-07-22,74.820000,75.290001,74.260002,74.900002,74.238571,6659800
2022-07-25,75.099998,75.430000,74.339996,74.860001,74.198921,5721600
2022-07-26,74.800003,75.300003,73.709999,74.029999,73.376251,7284400
2022-07-27,74.379997,76.120003,74.320000,75.870003,75.200005,6677200
2022-07-28,75.639999,77.279999,75.309998,77.040001,76.359665,5688100
2022-07-29,77.010002,78.160004,77.000000,77.839996,77.152603,5926600
2022-08-01,77.180000,77.809998,76.699997,77.440002,76.756142,5227500
2022-08-02,76.989998,77.260002,76.059998,76.349998,75.675766,6403400
2022-08-03,76.720001,77.760002,76.300003,77.370003,76.686760,6127800
2022-08-04,77.449997,77.849998,77.110001,77.400002,76.716492,3656200
2022-08-05,76.269997,77.400002,76.000000,77.349998,76.666931,4858100
2022-08-08,76.919998,77.430000,76.269997,76.470001,75.794701,4733500
2022-08-09,76.209999,76.910004,75.839996,76.769997,76.092049,4243700
2022-08-10,77.589996,77.980003,77.199997,77.540001,76.855255,5258500
2022-08-11,77.949997,78.000000,77.080002,77.160004,76.478615,5554600
2022-08-12,78.000000,79.419998,77.660004,79.150002,78.451042,6692300
2022-08-15,78.839996,79.419998,78.500000,79.110001,78.411392,3733500
2022-08-16,78.900002,79.660004,78.849998,79.519997,78.817764,6185100
2022-08-17,79.000000,79.769997,78.949997,79.250000,78.550156,5185100
2022-08-18,79.279999,79.879997,79.010002,79.320000,78.619537,4120500
2022-08-19,79.029999,79.129997,78.440002,78.660004,77.965363,4679000
2022-08-22,77.930000,77.930000,76.169998,76.459999,75.784790,5757700
2022-08-23,76.250000,77.010002,76.250000,76.410004,75.735237,4432300
2022-08-24,76.470001,76.559998,76.050003,76.169998,75.497353,3876400
2022-08-25,76.339996,76.910004,75.980003,76.889999,76.210991,3523400
2022-08-26,76.980003,77.260002,74.570000,74.650002,73.990776,4904100
2022-08-29,74.110001,74.860001,74.070000,74.190002,73.534843,4295500
2022-08-30,74.419998,74.669998,73.459999,74.139999,73.485275,5099100
2022-08-31,74.459999,75.150002,74.040001,74.150002,73.495193,8612900
2022-09-01,74.120003,75.370003,73.529999,75.300003,74.635040,8139800
2022-09-02,75.739998,76.769997,74.480003,74.680000,74.020508,11027700
2022-09-06,74.699997,75.190002,73.550003,73.830002,73.178017,7090100
2022-09-07,73.680000,74.669998,73.419998,74.489998,73.832191,5792600
2022-09-08,74.029999,74.800003,73.610001,74.650002,73.990776,6897100
2022-09-09,74.650002,76.010002,74.440002,75.910004,75.239655,7762400
2022-09-12,76.629997,77.379997,76.269997,77.080002,76.399323,15628900
2022-09-13,76.059998,79.410004,75.779999,76.040001,75.368507,29476500
2022-09-14,75.790001,75.870003,71.769997,72.120003,71.483116,21601400
2022-09-15,71.500000,72.089996,69.750000,70.239998,69.619720,12478100
